N,P,K,pH,temperature,humidity,rainfall,crop,fertilizer,quantity
140,26,106,6.88,12.12,67.07,2462.11,3,1,8.799999999999999
92,13,117,7.46,11.49,39.59,2390.13,5,1,22.7
66,48,103,5.34,33.99,43.25,2901.02,4,0,25.599999999999994
23,24,119,7.87,26.35,62.63,439.49,1,5,39.300000000000004
110,42,26,4.62,27.14,80.72,868.85,1,2,45.0
84,70,10,7.88,20.09,39.14,2517.21,4,2,50.8
115,23,23,6.34,37.91,36.41,1307.19,6,1,50.4
99,56,64,5.37,31.4,61.05,1532.62,4,0,28.9
106,11,117,5.04,37.83,41.32,1912.27,4,1,19.099999999999998
80,75,26,8.31,12.98,89.65,1343.67,1,2,44.1
119,57,18,4.79,27.51,30.26,299.11,6,2,41.0
138,73,108,5.3,29.13,56.93,1891.16,4,0,0.0
128,75,104,5.89,13.78,39.75,840.84,2,3,0.0
155,57,21,6.98,20.39,70.86,2912.84,2,2,29.0
101,27,118,6.68,16.44,67.81,2132.91,6,1,15.399999999999997
32,60,75,5.0,39.53,78.42,2553.83,3,5,43.4
62,13,24,5.66,26.3,63.8,2872.32,5,1,68.9
111,42,43,5.46,19.46,41.36,377.31,2,0,37.900000000000006
39,32,46,5.35,29.93,33.2,616.34,1,5,61.3
67,62,62,6.14,29.79,73.33,2462.47,1,0,37.5
119,22,50,7.32,20.42,56.4,2677.42,3,1,38.699999999999996
38,80,103,5.37,39.82,43.33,213.66,4,5,24.4
88,67,87,5.97,34.27,45.11,2846.63,3,6,19.699999999999996
36,72,118,6.06,22.01,38.94,1472.26,3,5,21.39999999999999
55,74,13,8.41,29.8,47.01,1495.35,1,5,57.1
101,51,17,8.32,31.32,77.52,2660.48,0,2,48.6
89,49,96,7.7,15.21,67.24,1010.69,1,2,21.200000000000003
135,30,80,5.47,36.34,89.24,1833.78,3,1,19.5
20,89,26,4.77,34.78,61.46,1135.73,1,5,57.9
100,42,31,5.77,32.67,61.29,517.95,0,2,46.0
149,79,111,5.57,16.68,41.48,1204.02,3,1,0.0
54,51,99,6.52,14.09,65.19,684.49,5,5,29.9
146,46,17,7.61,15.42,66.5,1658.74,1,2,36.6
46,81,31,7.93,12.79,42.39,1683.42,4,5,50.5
65,10,49,7.88,38.21,35.28,1424.46,3,1,58.9
27,86,118,5.94,35.54,52.13,686.68,5,5,19.9
112,35,31,7.25,12.72,40.33,532.45,0,1,44.5
91,89,113,5.75,30.34,60.19,492.93,1,5,1.799999999999999
133,48,14,4.74,17.37,61.57,514.06,3,2,41.1
110,56,18,7.31,10.52,66.49,1025.66,1,2,44.0
45,65,69,4.54,18.77,66.17,205.22,2,5,40.4
122,67,29,6.14,23.2,70.49,374.32,6,2,32.7
81,37,95,5.82,10.6,43.83,1517.24,2,1,27.6
113,66,43,7.27,19.71,73.85,711.53,3,3,30.1
80,80,108,7.56,31.01,61.49,937.46,3,3,9.799999999999999
87,81,45,5.72,16.85,56.24,1189.3,6,1,32.599999999999994
48,54,92,7.75,24.55,68.87,311.02,5,5,33.599999999999994
65,74,101,5.68,36.63,60.08,816.06,1,3,18.9
120,13,80,6.29,10.85,61.54,2374.73,4,1,29.099999999999998
109,70,114,7.41,33.57,31.39,1154.51,4,6,1.6999999999999975
152,70,47,7.27,21.52,78.12,721.25,4,2,15.600000000000001
107,52,76,8.45,26.23,55.45,753.68,2,6,22.900000000000002
146,28,41,5.4,16.93,61.08,2957.25,6,1,32.400000000000006
126,10,55,7.15,27.37,53.39,615.67,2,1,38.2
85,28,118,6.94,31.92,63.09,2735.17,0,1,19.9
65,60,104,8.16,16.05,33.24,425.53,3,6,21.9
27,73,118,5.13,20.3,53.03,2648.41,2,5,23.799999999999997
120,72,34,7.51,27.02,70.12,1619.37,0,2,29.800000000000004
152,38,73,6.77,22.5,86.31,1904.38,5,1,14.8
92,28,42,5.6,18.79,80.95,888.61,2,1,48.2
142,52,56,6.4,23.55,87.77,2716.1,3,6,20.400000000000002
62,79,78,5.84,18.72,76.89,1844.01,2,6,27.5
142,48,38,6.82,19.06,67.96,2091.96,2,2,28.8
67,32,68,8.06,28.32,55.4,1758.93,5,1,44.099999999999994
26,10,40,6.78,24.31,37.39,550.66,0,5,74.19999999999999
59,70,35,7.03,30.31,45.05,2541.43,0,5,48.3
51,88,72,6.57,35.12,46.27,714.04,6,5,30.5
124,34,67,4.7,38.29,55.67,1017.45,6,1,26.799999999999997
113,13,94,5.43,14.54,66.59,2074.65,0,1,25.599999999999994
130,10,107,6.47,28.79,67.12,461.32,3,1,16.2
108,49,110,5.74,27.47,57.33,2813.53,5,0,9.899999999999999
96,30,58,5.23,36.01,46.48,547.56,1,1,40.0
28,52,74,6.52,36.88,33.39,2068.04,0,5,47.4
156,19,68,5.79,32.82,89.33,1978.34,6,1,21.3
83,75,71,5.53,27.86,86.37,2154.49,5,4,25.2
110,26,77,6.36,15.98,40.98,1413.37,3,1,29.4
114,22,56,5.03,18.3,66.32,1270.4,1,1,37.8
112,19,31,8.21,28.08,47.74,2937.44,0,1,49.300000000000004
113,61,89,7.97,14.18,41.67,2488.04,2,6,13.200000000000001
143,19,118,7.33,15.52,71.06,1559.24,2,1,5.200000000000001
89,56,73,4.92,37.34,77.17,710.35,6,0,28.3
122,18,55,7.6,38.69,54.4,2693.55,4,1,37.0
83,55,68,7.73,10.16,33.54,2016.5,3,3,32.4
114,77,41,7.57,35.87,54.09,580.17,1,5,27.3
31,63,107,4.96,38.14,61.93,712.69,6,5,29.999999999999996
67,77,94,7.08,25.77,83.59,1714.3,4,3,20.199999999999996
82,13,100,7.84,23.47,69.41,1610.31,0,1,32.5
25,84,115,6.81,37.56,72.63,1345.99,3,5,22.299999999999997
64,10,46,7.09,10.23,42.16,1395.25,1,1,60.4
109,68,76,6.33,35.21,73.22,682.17,6,3,17.5
120,34,61,6.61,18.9,60.11,915.3,5,1,30.4
123,18,52,4.64,29.23,79.22,1579.58,2,1,37.9
150,34,118,7.06,19.7,42.98,378.37,0,1,0.0
146,80,43,4.83,25.69,60.89,1187.51,6,0,16.0
149,35,70,6.24,34.25,42.57,789.05,5,1,17.8
39,65,80,5.67,15.44,47.15,689.01,4,5,37.8
58,58,102,6.68,29.92,79.93,610.46,2,5,25.399999999999995
159,74,76,5.03,36.95,71.27,592.53,0,0,0.7000000000000002
55,70,54,7.27,37.03,73.71,649.23,6,5,41.9
111,18,111,7.68,36.82,34.11,1247.57,3,1,17.9
28,19,50,5.15,25.55,73.73,484.07,3,5,66.9
63,20,61,4.92,33.03,59.48,2711.72,1,1,51.699999999999996
94,45,75,5.08,23.41,57.55,1594.17,3,0,29.3
72,65,21,8.01,23.8,54.76,1613.37,3,2,51.5
49,41,24,6.61,18.52,81.11,791.06,1,5,64.4
134,81,25,6.37,18.56,40.65,2628.03,5,2,26.5
85,44,12,4.93,11.13,78.85,2518.77,0,2,57.5
57,13,36,7.1,25.94,85.7,295.89,5,5,65.6
57,71,119,7.97,19.26,40.09,2250.73,2,5,14.999999999999996
74,72,32,7.81,15.63,89.98,715.95,6,2,44.400000000000006
95,17,73,7.0,13.65,89.43,1755.73,0,1,38.199999999999996
135,85,42,4.8,20.41,67.28,2637.45,6,0,18.200000000000003
104,78,57,4.95,36.97,46.11,2815.35,3,0,23.6
42,70,100,4.7,25.49,55.78,716.47,4,5,27.4
115,72,97,5.53,26.71,40.22,2830.81,1,3,6.1
68,70,64,5.04,11.63,37.21,394.83,5,0,34.0
132,46,111,5.54,25.6,72.24,2746.11,2,0,3.1999999999999975
133,13,36,6.04,30.03,64.79,2362.51,0,1,42.8
64,65,56,8.27,14.52,63.81,2758.71,6,6,39.900000000000006
115,52,40,6.94,39.51,44.87,1225.21,4,3,34.9
68,30,88,7.84,37.45,44.09,2834.18,6,1,36.39999999999999
21,67,44,7.34,39.79,89.38,2491.85,1,5,56.99999999999999
122,25,45,4.95,20.81,67.73,1119.3,0,1,38.9
78,62,33,7.44,34.67,79.17,1149.02,2,2,45.8
79,27,26,5.6,19.86,52.71,1200.2,1,1,58.800000000000004
41,66,54,7.06,32.47,80.62,1848.6,2,5,47.3
108,47,107,5.86,38.43,73.34,709.32,0,2,11.7
125,41,71,8.49,14.65,51.01,1413.8,1,6,22.8
72,28,10,5.55,14.21,73.06,389.45,0,1,67.0
38,57,29,5.62,13.13,85.54,1203.28,5,5,60.900000000000006
68,83,79,8.22,33.95,42.82,2066.85,5,6,24.099999999999998
36,35,78,4.6,30.0,62.86,1850.51,3,5,48.49999999999999
146,54,73,7.29,25.67,88.0,1086.3,0,4,11.8
38,54,102,7.4,33.22,79.28,920.17,3,5,32.599999999999994
49,24,79,7.85,35.5,67.22,1115.87,4,5,47.49999999999999
97,27,59,8.4,38.49,34.19,394.73,5,1,40.199999999999996
125,40,62,8.4,16.04,54.38,921.22,0,6,26.7
83,24,106,4.76,23.25,69.05,2182.54,6,1,26.5
51,24,118,7.79,37.69,54.58,700.5,0,5,31.299999999999997
55,74,47,7.09,23.84,89.83,587.05,0,5,43.5
29,55,61,7.09,24.63,75.2,2568.96,4,5,51.4
78,84,102,5.01,38.27,41.22,862.35,6,0,11.599999999999998
121,25,117,7.1,32.04,59.42,903.09,3,1,10.399999999999999
137,64,70,8.43,26.56,53.04,1496.51,2,6,12.7
30,39,83,8.15,20.72,65.63,1521.35,0,5,47.099999999999994
98,50,105,6.26,37.46,56.79,721.37,0,5,14.600000000000001
110,76,34,4.66,10.27,44.27,1757.19,6,2,31.6
121,26,101,5.95,19.63,73.46,2148.08,5,1,16.5
148,35,38,7.81,38.38,36.4,1556.58,4,1,30.9
33,82,44,7.31,24.95,61.93,2707.22,5,5,48.9
150,73,56,6.34,28.72,48.61,2976.46,5,4,11.700000000000001
49,67,66,4.72,25.98,87.99,1680.11,6,5,39.8
148,84,41,6.21,21.92,48.21,2923.55,2,6,15.000000000000002
124,12,55,6.38,29.96,50.46,2010.17,6,1,38.2
62,37,45,8.21,32.99,72.43,1680.66,1,1,53.3
57,13,80,7.06,20.93,37.71,2636.07,3,5,48.0
108,49,19,5.75,27.72,49.48,2906.19,5,2,46.3
63,84,55,6.6,12.48,71.75,2997.23,4,2,34.9
128,66,107,4.76,26.43,31.85,2325.69,5,0,0.0
74,74,106,8.39,32.43,48.66,1558.84,0,6,14.200000000000001
74,56,35,5.94,27.56,30.5,1028.9,5,2,48.0
97,89,57,6.41,36.35,39.01,1762.35,5,3,22.4
126,43,57,5.92,18.59,66.25,2377.08,5,3,27.5
76,54,22,7.23,24.75,57.4,275.11,4,2,53.2
149,41,39,7.15,12.62,39.36,949.42,2,2,28.400000000000002
143,53,105,7.36,31.0,34.68,1192.89,5,3,0.1999999999999993
68,20,106,5.57,23.29,33.38,2383.85,2,1,32.199999999999996
83,45,79,5.76,25.91,35.12,1917.95,4,3,30.999999999999996
106,22,109,5.0,13.85,35.76,1391.98,2,1,18.999999999999996
155,66,75,7.12,39.92,35.18,2773.95,6,5,4.7
88,34,16,4.66,33.16,33.3,1706.81,0,1,58.0
81,79,65,6.89,22.02,71.82,2226.95,0,3,27.0
140,46,39,7.98,27.1,86.48,2035.32,5,2,29.6
71,13,119,8.06,28.56,81.36,2603.82,1,1,28.199999999999996
52,35,64,6.3,38.82,45.95,2474.66,0,5,49.3
39,22,99,6.34,33.05,42.26,2969.29,1,5,43.099999999999994
131,81,98,4.81,20.49,32.87,1261.74,2,0,0.0
56,60,42,7.18,39.33,39.36,661.64,2,5,49.400000000000006
125,56,51,7.79,19.05,64.07,2327.49,5,0,26.3
124,42,15,5.48,27.31,89.89,2649.2,6,2,45.2
70,89,17,6.19,31.02,81.54,352.24,3,2,46.5
48,51,82,7.86,18.13,60.9,1132.05,5,5,38.5
156,40,84,8.01,38.69,55.41,2460.14,2,6,8.6
105,49,97,5.47,16.48,38.87,2113.62,4,0,15.999999999999996
59,25,79,6.7,23.25,55.12,2314.84,4,5,44.199999999999996
119,65,49,5.27,15.4,65.69,1720.96,0,0,26.2
42,83,65,4.91,36.25,65.73,1269.15,0,5,37.5
122,45,89,8.14,16.65,63.45,2471.9,4,6,15.299999999999999
27,89,26,7.78,11.04,79.44,1752.71,3,5,55.8
93,65,97,7.54,11.17,60.61,1642.05,3,3,14.799999999999997
83,57,16,4.7,22.41,58.37,2257.56,5,2,52.599999999999994
112,89,49,7.87,25.68,48.35,734.43,3,6,21.1
139,67,113,6.25,11.25,40.81,1840.81,0,3,0.0
128,24,67,5.87,12.79,30.08,1052.36,2,1,28.599999999999998
115,81,71,6.69,12.92,49.33,260.06,0,1,13.799999999999999
99,24,100,4.87,30.06,67.98,2296.83,2,1,24.1
122,30,83,7.53,18.99,63.53,1529.12,3,1,22.2
36,73,63,6.83,26.88,61.83,2729.09,4,5,43.099999999999994
39,16,18,5.25,12.21,76.34,1600.47,1,5,77.3
134,61,60,5.25,36.76,43.97,228.53,4,0,18.5
31,28,19,5.24,19.13,70.71,1344.49,2,5,75.7
143,55,58,4.73,33.35,66.43,679.01,1,0,18.4
141,47,39,6.85,34.8,50.34,2779.02,2,2,29.0
91,22,18,7.86,39.64,43.11,1448.24,3,1,59.89999999999999
104,53,55,4.57,32.23,63.76,1629.94,0,0,31.9
129,31,35,4.7,23.28,86.71,1223.39,3,1,39.0
37,80,73,6.79,14.58,34.58,1662.23,6,5,36.699999999999996
48,44,43,7.78,11.44,87.18,431.82,5,5,56.2
154,12,108,5.81,36.59,57.89,1484.45,5,1,7.999999999999998
59,25,36,5.9,23.4,72.6,2057.64,5,5,61.4
120,54,93,6.89,32.5,78.19,1242.31,0,3,11.600000000000001
139,25,97,5.6,24.89,39.09,1299.47,1,1,13.0
153,75,36,4.61,36.39,32.7,2544.77,5,2,18.200000000000003
74,47,50,7.44,32.49,37.71,1702.55,0,4,44.7
92,33,92,7.0,12.56,50.46,1845.42,5,1,26.7
107,59,27,6.82,32.56,87.39,1031.09,3,2,40.400000000000006
144,66,59,7.47,18.0,32.57,1552.34,1,3,14.4
41,65,52,7.2,33.19,85.19,351.09,6,5,48.4
69,75,50,5.32,38.46,63.68,1404.83,4,0,37.8
46,87,85,5.91,37.9,36.14,2447.55,6,5,27.099999999999998
67,86,113,5.0,13.75,39.16,652.08,5,0,9.899999999999997
85,82,27,5.02,11.64,71.36,2340.54,5,2,40.1
149,71,70,7.2,33.31,66.51,1247.8,4,6,7.0
65,23,81,7.93,31.3,40.05,275.77,5,1,42.199999999999996
90,75,109,8.35,15.29,84.26,2868.98,0,6,7.899999999999999
147,69,111,7.01,30.54,37.97,707.8,3,5,0.0
30,30,62,5.24,10.46,60.69,1137.35,3,5,58.2
45,44,89,4.92,28.93,61.7,1546.04,5,5,38.699999999999996
68,39,62,7.75,34.97,82.23,2858.44,4,1,44.1
82,48,22,6.82,29.26,31.33,1827.27,3,2,53.2
40,34,35,6.97,11.96,38.19,2734.95,0,5,64.8
98,53,99,7.63,39.73,40.24,1780.5,6,0,16.099999999999998
99,68,65,7.31,20.68,33.77,775.11,0,3,24.9
28,15,94,7.84,21.41,67.89,1780.24,0,5,50.5
135,12,70,4.72,12.54,43.78,481.24,6,1,28.9
139,45,59,7.49,15.01,64.6,527.76,5,6,22.200000000000003
74,10,30,7.9,18.14,76.96,523.86,2,1,63.8
60,43,17,5.64,33.98,54.51,234.31,1,2,63.300000000000004
25,74,106,7.06,30.75,76.13,623.6,1,5,28.9
20,35,79,5.76,27.51,76.67,1188.34,4,5,52.9
114,27,73,8.33,35.92,45.81,401.93,4,1,29.499999999999996
152,45,59,4.63,39.93,30.94,217.26,1,0,18.3
45,15,11,6.82,21.54,36.2,514.36,2,5,78.6
20,84,81,5.17,21.74,79.41,2820.96,1,5,37.4
20,53,79,7.35,32.08,54.32,1671.79,0,5,47.5
112,49,15,5.2,29.33,80.35,1418.07,5,2,46.7
57,39,31,5.44,10.4,62.85,1564.04,3,5,59.8
60,87,98,6.48,29.66,41.84,1753.46,4,0,17.7
152,83,55,8.16,31.59,72.73,501.93,3,6,8.5
82,40,104,5.35,39.58,63.49,1837.32,6,0,22.799999999999997
105,67,70,5.08,27.6,51.11,2535.83,1,0,21.4
103,64,44,7.54,30.53,35.26,1769.81,0,2,33.3
159,45,71,6.5,33.66,36.14,2672.53,6,3,11.4
153,88,78,8.15,12.88,41.31,587.04,4,6,0.0
128,39,95,5.09,32.04,70.38,2512.48,0,1,12.899999999999999
123,57,66,7.08,26.41,73.68,2055.32,6,6,20.6
54,87,34,5.43,13.0,67.85,1890.28,6,5,45.099999999999994
94,26,91,5.13,30.1,50.24,1848.57,3,1,28.6
144,36,82,7.23,17.04,56.43,533.05,1,1,14.2
71,72,34,6.87,26.14,72.57,1997.44,2,2,44.5
52,86,102,7.52,18.43,69.59,1316.58,0,5,18.799999999999997
33,23,42,5.74,13.14,76.38,377.12,0,5,67.4
72,35,116,6.29,17.53,44.47,774.72,2,1,22.5
80,52,17,6.12,23.16,30.27,1439.22,0,2,54.6
32,84,113,8.44,24.82,45.99,2980.34,5,5,20.999999999999993
34,10,22,5.67,14.45,50.87,1405.87,6,5,79.0
74,33,70,5.68,19.63,87.63,619.38,2,1,40.9
66,29,17,5.92,35.78,43.06,2724.79,1,1,65.7
116,81,114,6.76,37.31,79.58,298.67,0,1,0.0
94,17,117,5.51,26.06,67.35,554.84,5,1,20.900000000000002
34,39,36,8.16,24.71,40.05,1526.43,6,5,64.69999999999999
40,27,63,5.56,27.44,54.21,459.78,5,5,55.7
55,86,12,8.08,16.44,60.61,1800.44,1,5,53.900000000000006
63,22,42,4.91,39.81,50.65,641.75,6,1,58.7
148,57,104,7.13,32.36,43.57,2022.4,0,3,0.0
61,69,37,8.13,17.16,45.17,529.46,3,2,47.2
52,35,94,5.17,18.16,65.11,2468.29,2,5,37.3
122,18,61,8.37,29.45,71.29,2254.72,2,1,34.6
59,62,38,6.31,19.69,58.14,2791.13,5,5,49.5
116,80,102,8.28,20.66,86.5,391.57,0,6,1.3999999999999986
134,18,70,7.21,33.43,73.71,1754.83,4,1,27.4
121,35,82,5.71,18.01,83.51,2184.79,4,1,21.4
83,42,70,5.25,31.16,58.54,2727.46,3,0,35.5
47,42,31,5.71,38.05,30.89,1549.75,5,5,61.9
99,61,81,4.87,13.72,65.52,2863.68,0,0,20.6
131,49,66,5.08,14.33,79.1,542.94,0,0,20.6
105,13,54,4.92,38.29,62.19,1413.04,1,1,43.99999999999999
125,37,90,6.19,16.11,64.07,908.88,4,1,16.4
67,63,96,7.68,10.63,88.5,635.09,3,1,23.6
28,77,112,5.07,36.06,51.97,1002.99,5,5,24.7
129,58,39,5.02,18.47,78.11,2061.21,1,2,29.3
102,15,88,7.07,18.95,60.3,1552.97,6,1,30.7
97,42,23,5.29,16.81,57.82,708.34,6,2,50.099999999999994
85,14,98,4.89,37.53,38.73,288.82,1,1,32.099999999999994
158,27,89,5.17,33.23,74.9,2785.8,3,1,9.899999999999999
109,12,57,8.19,27.9,79.4,1079.58,1,1,41.9
91,11,27,7.79,23.6,55.85,557.24,3,1,59.6
34,74,41,5.92,14.31,75.81,609.21,5,5,52.199999999999996
128,44,119,7.12,37.78,64.87,909.59,0,1,1.7999999999999972
59,60,47,6.65,32.49,45.45,846.27,6,5,46.5
105,77,62,7.21,18.37,85.42,982.74,2,0,21.6
52,44,24,7.23,38.42,71.81,831.43,6,5,62.599999999999994
145,81,46,7.01,38.06,82.7,1405.81,1,3,14.8
149,53,58,5.56,29.79,46.89,2343.69,5,2,17.200000000000003
128,38,42,4.66,39.55,84.98,276.1,4,1,34.4
129,45,22,6.32,15.62,51.88,733.3,1,2,40.0
35,87,80,8.06,31.94,30.57,2193.56,0,5,32.4
33,51,73,6.78,14.57,34.5,616.86,1,5,46.599999999999994
65,16,28,7.83,30.75,35.36,2275.72,2,1,65.5
69,22,94,8.47,37.6,42.43,1641.47,3,1,36.1
132,31,65,5.15,26.08,41.19,2668.52,2,1,26.099999999999998
152,66,46,7.27,32.89,33.47,228.45,0,2,17.200000000000003
62,54,67,7.2,14.29,83.72,2396.2,5,3,39.4
67,63,18,8.42,29.0,79.7,1802.19,2,2,54.8
40,11,13,8.44,11.9,75.77,1512.86,6,5,80.5
74,81,104,7.25,11.11,58.75,608.02,3,3,12.899999999999999
135,66,80,5.47,29.02,55.51,855.38,1,0,8.7
127,84,22,7.69,27.18,55.52,2400.88,4,2,28.900000000000002
21,43,72,4.93,19.88,45.71,617.22,2,5,53.0
150,53,113,7.62,25.39,66.5,1676.57,4,3,0.0
32,78,72,8.14,30.53,33.54,781.36,3,5,39.2
40,62,70,6.03,29.34,69.53,1569.96,1,5,42.4
144,71,45,7.02,12.21,60.83,913.27,4,4,18.5
57,42,17,6.22,30.34,78.99,1183.11,2,5,64.5
44,85,99,6.25,29.79,88.36,2446.84,3,5,22.699999999999996
116,78,36,5.74,30.09,82.6,303.93,2,2,28.4
51,10,35,7.55,35.42,73.2,2788.03,4,5,68.7
62,44,54,8.24,27.3,55.97,1094.27,3,6,47.599999999999994
32,34,51,8.26,38.14,42.87,1868.92,3,5,60.8
97,13,23,5.2,39.4,69.89,820.91,1,1,58.8
44,82,93,8.0,32.56,42.1,1204.46,4,5,25.999999999999996
68,76,115,7.45,20.76,31.22,1487.06,2,2,11.799999999999997
107,19,118,5.51,14.29,64.39,2128.49,2,1,16.0
139,29,101,4.77,34.6,53.65,2644.65,5,1,10.199999999999998
155,49,81,5.57,14.4,82.56,2625.16,3,3,7.399999999999999
145,76,61,8.15,14.39,68.75,1143.63,6,6,10.3
30,84,78,7.03,37.57,68.84,448.39,3,5,35.599999999999994
29,24,62,7.38,26.8,77.27,2790.05,5,5,60.3
78,37,60,5.53,18.8,50.14,285.95,3,1,42.5
84,44,86,7.38,38.89,87.49,2666.98,0,3,28.200000000000003
152,16,11,4.61,31.22,43.28,272.3,3,1,46.2
99,63,57,6.0,26.05,82.3,2934.54,2,5,29.6
111,51,87,7.01,19.88,84.65,231.21,1,3,17.599999999999998
152,47,58,5.08,30.3,32.34,247.6,1,0,18.1
131,73,68,7.79,31.93,67.91,1624.39,5,2,12.600000000000001
106,66,76,5.44,31.36,74.97,2066.96,3,0,19.0
132,38,89,7.11,15.86,87.23,1187.79,1,1,14.4
137,75,18,6.12,30.92,45.08,1896.51,2,2,30.200000000000003
111,82,112,6.88,27.44,63.71,2568.4,2,0,0.0
20,15,11,4.93,35.5,76.39,2427.64,3,5,86.1
131,11,84,4.57,28.74,38.9,2675.42,1,1,24.799999999999997
138,48,97,8.14,14.39,81.18,645.65,5,6,6.399999999999999
139,15,52,5.58,19.56,54.22,828.98,6,1,34.0
53,23,102,7.78,32.31,68.39,1845.6,2,5,37.39999999999999
114,27,23,8.5,32.2,32.52,2226.27,3,1,49.5
51,79,49,5.35,16.68,43.38,500.62,3,5,42.4
135,85,64,5.56,20.64,58.69,691.77,6,3,9.4
41,31,68,7.15,10.46,47.35,2784.21,1,5,52.19999999999999
117,87,95,8.36,19.95,87.47,272.35,1,6,1.8000000000000007
64,22,56,8.16,10.79,77.7,1325.02,4,1,52.800000000000004
86,82,43,6.51,36.19,81.89,790.4,6,5,33.4
40,19,45,7.68,30.0,57.98,2368.1,2,5,65.3
48,36,42,5.04,39.07,58.42,2618.04,6,5,59.0
52,23,112,8.41,36.76,78.31,891.57,0,5,33.7
109,18,72,8.36,28.1,53.25,1851.67,1,1,34.1
145,18,116,5.15,25.09,58.85,2560.99,5,1,5.6999999999999975
64,66,27,5.7,36.51,61.72,1875.82,3,2,51.2
92,44,31,4.9,18.95,66.43,1881.97,6,2,47.8
101,35,98,5.59,16.71,69.0,1356.02,5,1,21.0
148,50,110,7.76,22.3,70.85,2028.46,0,0,0.0
30,76,14,6.01,11.6,56.64,2888.94,1,5,63.60000000000001
126,39,41,4.85,19.06,47.71,1038.96,3,1,35.1
110,38,58,5.87,12.51,85.21,761.67,0,1,33.400000000000006
79,77,45,8.43,11.58,79.6,2882.79,6,6,36.2
157,23,82,7.02,26.54,30.21,368.49,3,1,14.199999999999998
121,61,23,6.16,31.24,60.78,2551.75,5,2,37.2
25,48,73,5.17,26.1,46.48,2747.43,5,5,49.9
144,30,41,8.44,12.12,68.56,814.4,3,1,32.400000000000006
135,80,18,7.78,21.85,60.16,1391.99,4,2,29.3
27,15,96,5.63,13.33,31.27,544.48,0,5,50.0
89,64,118,4.78,29.5,73.67,1227.51,3,0,7.9
59,49,57,4.73,34.79,46.52,1480.5,6,5,45.800000000000004
105,79,61,4.98,13.5,45.61,1626.79,3,0,21.400000000000002
48,34,118,6.82,12.01,31.92,542.89,4,5,29.199999999999996
28,13,18,8.22,22.18,79.7,1330.13,4,5,81.5
40,43,94,6.49,19.1,64.73,1950.41,5,5,38.5
51,31,117,7.87,17.82,59.09,1600.4,5,5,29.599999999999998
91,65,41,6.28,16.34,70.55,2555.97,3,3,37.8
29,55,117,7.33,19.51,50.72,2863.0,1,5,28.999999999999996
106,65,19,7.43,38.96,64.17,2487.19,3,2,42.1
103,87,102,5.2,35.73,44.96,332.67,4,0,3.1999999999999993
105,84,107,5.94,28.04,33.78,801.08,4,6,1.5
60,36,95,7.05,34.01,63.68,445.3,5,1,34.2
50,44,78,4.78,10.44,43.27,1414.73,6,5,41.599999999999994
128,25,20,5.95,13.34,75.0,2226.64,6,1,47.1
51,29,67,6.64,18.77,57.11,290.6,1,5,50.2
32,24,37,8.48,29.32,45.02,947.74,6,5,69.4
140,87,97,6.4,36.5,66.5,462.92,2,6,0.0
137,81,43,7.76,16.93,37.0,1348.3,2,6,18.400000000000002
125,33,62,6.23,14.18,75.69,2790.93,3,1,28.8
34,71,115,7.69,35.44,57.13,1355.94,3,5,23.5
83,89,49,6.88,22.27,78.76,1977.26,2,3,29.799999999999997
136,53,73,8.05,30.99,38.29,1283.67,4,6,15.100000000000001
27,23,19,6.14,26.44,52.95,2248.08,5,5,78.4
24,82,35,6.92,15.28,40.8,2280.48,3,5,55.199999999999996
40,86,52,7.02,31.02,33.67,586.53,4,5,42.4
136,60,114,6.17,22.62,87.32,2028.97,3,5,0.0
143,31,80,5.08,18.63,73.6,1281.79,3,1,16.8
134,41,53,4.87,37.08,49.54,2607.29,3,0,27.3
63,89,80,4.57,10.18,44.77,641.89,3,0,23.4
72,34,66,7.99,22.15,42.26,2712.81,6,1,42.8
85,58,57,5.45,19.02,32.58,1632.26,6,0,35.300000000000004
124,32,88,5.35,11.63,36.16,915.46,4,1,19.0
145,46,71,7.44,12.41,36.17,1137.05,0,6,15.299999999999999
139,12,119,5.78,15.17,69.98,214.03,3,1,8.099999999999998
76,69,118,6.52,25.15,65.68,2859.75,4,6,10.299999999999999
74,68,70,5.15,18.48,64.09,829.93,5,0,30.4
149,32,76,8.34,35.14,74.07,2747.26,4,1,16.3
113,42,54,7.91,17.2,45.07,2588.3,5,6,32.9
84,63,70,7.96,31.61,50.55,1177.42,3,6,28.9
129,48,99,6.13,16.31,37.6,790.55,3,0,8.299999999999997
150,34,80,7.55,11.28,65.26,1394.5,2,1,13.799999999999999
24,72,11,5.08,17.94,85.97,2813.99,5,5,67.8
85,68,83,4.53,35.13,81.79,2594.33,4,0,21.900000000000002
109,40,103,4.58,12.47,63.3,1568.13,4,0,15.099999999999996
156,58,56,6.85,20.33,68.68,1727.54,6,0,14.400000000000002
159,69,76,6.32,10.24,89.54,1344.21,6,3,2.2
56,73,111,6.57,28.91,61.04,2845.32,3,5,17.9
138,47,38,4.53,38.28,82.24,2968.97,5,2,30.3
117,80,72,6.19,21.53,60.04,1009.63,2,4,13.100000000000001
73,86,34,7.37,27.31,32.87,2859.22,4,2,39.7
141,17,119,6.27,23.57,86.08,2861.18,3,1,5.9999999999999964
86,22,13,7.43,39.2,36.71,1525.64,1,1,63.39999999999999
75,35,56,5.43,32.08,72.25,1361.73,2,1,45.6
